left_id,left_label,right_id,right_label
107358,213866,107358,213866
107418,392388,107418,392388
107476,8291,107476,8291
10750,8318,10750,8318
107750,8596,107750,8596
107907,8770,107907,8770
107913,172516,107913,172516
108090,419981,108090,419981
108111,8996,108111,8996
108276,9178,108276,9178
108289,9192,108289,9192
108317,9224,108317,9224
108321,420186,108321,420186
108365,9276,108365,9276
108409,9325,108409,9325
108462,9384,108462,9384
108630,9571,108630,9571
109017,10001,109017,10001
109127,434202,109127,434202
109206,245166,109206,245166
10928,174358,10928,174358
109409,10435,109409,10435
109425,10453,109425,10453
109775,187441,109775,187441
10984,10912,10984,10912
109857,142104,109857,142104
109896,10974,109896,10974
109944,11028,109944,11028
109979,387619,109979,387619
110099,11200,110099,11200
110173,117884,110173,117884
110265,380675,110265,380675
110274,11393,110274,11393
110327,4566,110327,4566
11038,424850,11038,424850
110411,11545,110411,11545
11049,220953,11049,220953
110490,64888,110490,64888
11050,408287,11050,408287
110511,4625,110511,4625
110534,11680,110534,11680
110558,120127,110558,120127
110590,11741,110590,11741
110623,11778,110623,11778
110798,389936,110798,389936
110910,12096,110910,12096
11108,12284,11108,12284
111140,340274,111140,340274
111295,12523,111295,12523
111323,12555,111323,12555
111565,401617,111565,401617
111609,249908,111609,249908
111645,204545,111645,204545
111793,13074,111793,13074
111861,13150,111861,13150
111864,411023,111864,411023
111960,13259,111960,13259
112044,13353,112044,13353
112095,338431,112095,338431
112098,13412,112098,13412
112125,13443,112125,13443
11256,13925,11256,13925
112569,13935,112569,13935
112572,13939,112572,13939
112573,13940,112573,13940
112657,14033,112657,14033
112741,14127,112741,14127
112746,236801,112746,236801
112769,14157,112769,14157
112807,14200,112807,14200
113221,16899,113221,16899
113362,59146,113362,59146
113510,430281,113510,430281
113601,15082,113601,15082
113637,112074,113637,112074
113648,307627,113648,307627
113699,15189,113699,15189
113712,15205,113712,15205
113829,207894,113829,207894
113884,435400,113884,435400
114001,397765,114001,397765
114034,15561,114034,15561
114043,264961,114043,264961
114051,15580,114051,15580
114060,15590,114060,15590
114114,383045,114114,383045
11412,15655,11412,15655
114127,143502,114127,143502
114221,15768,114221,15768
114222,15769,114222,15769
114337,380610,114337,380610
114423,15991,114423,15991
11447,408036,11447,408036
114479,248288,114479,248288
114518,16096,114518,16096
114559,16141,114559,16141
114605,16193,114605,16193
114657,16250,114657,16250
114692,16289,114692,16289
114713,16313,114713,16313
114912,57356,114912,57356
115027,193415,115027,193415
115127,347193,115127,347193
115241,16899,115241,16899
115271,6451,115271,6451
115463,17144,115463,17144
11562,17318,11562,17318
115677,434438,115677,434438
115734,17444,115734,17444
115738,17448,115738,17448
115771,17485,115771,17485
115792,338233,115792,338233
115809,311603,115809,311603
115856,17578,115856,17578
116050,140829,116050,140829
116137,17891,116137,17891
116141,52226,116141,52226
116184,17943,116184,17943
116421,51789,116421,51789
116569,18370,116569,18370
116573,18375,116573,18375
116609,18415,116609,18415
116660,18472,116660,18472
116663,18475,116663,18475
116667,18479,116667,18479
116678,315998,116678,315998
116690,18505,116690,18505
116845,188737,116845,188737
116888,18724,116888,18724
117184,15082,117184,15082
117289,303456,117289,303456
117511,19416,117511,19416
117567,19477,117567,19477
117706,19632,117706,19632
117778,381898,117778,381898
117824,431602,117824,431602
117836,318887,117836,318887
117903,163717,117903,163717
117915,19862,117915,19862
118024,19984,118024,19984
118333,178932,118333,178932
118395,20395,118395,20395
118555,20573,118555,20573
118621,178964,118621,178964
118971,285919,118971,285919
119175,21262,119175,21262
119305,231026,119305,231026
119322,21426,119322,21426
119413,366253,119413,366253
119505,21629,119505,21629
119534,105121,119534,105121
11956,21689,11956,21689
119641,17578,119641,17578
119744,21893,119744,21893
119785,21938,119785,21938
1198,21954,1198,21954
119893,22058,119893,22058
119905,352129,119905,352129
119970,22144,119970,22144
119992,429972,119992,429972
120186,22384,120186,22384
120229,22432,120229,22432
120278,22486,120278,22486
120317,22530,120317,22530
12032,22533,12032,22533
120448,22675,120448,22675
120503,22737,120503,22737
120535,22772,120535,22772
12055,22788,12055,22788
120605,22850,120605,22850
120727,22985,120727,22985
120784,23048,120784,23048
120812,23080,120812,23080
120835,293832,120835,293832
12086,23132,12086,23132
120875,387479,120875,387479
120907,23184,120907,23184
120928,435096,120928,435096
12094,23219,12094,23219
120950,17444,120950,17444
121203,23512,121203,23512
121326,347267,121326,347267
121375,23701,121375,23701
121394,23722,121394,23722
121440,386240,121440,386240
121536,23879,121536,23879
12155,23894,12155,23894
121573,23920,121573,23920
121752,124878,121752,124878
121822,24196,121822,24196
121888,410112,121888,410112
121912,24295,121912,24295
122082,385127,122082,385127
122116,24521,122116,24521
122184,24596,122184,24596
122286,160203,122286,160203
122436,136712,122436,136712
122576,25031,122576,25031
122783,29782,122783,29782
122797,25275,122797,25275
122838,25321,122838,25321
122916,6629,122916,6629
122938,419261,122938,419261
123064,25571,123064,25571
123108,25620,123108,25620
12327,25799,12327,25799
123300,25834,123300,25834
123352,71063,123352,71063
12336,25899,12336,25899
123417,25963,123417,25963
123463,351515,123463,351515
123464,26015,123464,26015
123524,216950,123524,216950
123909,26509,123909,26509
123933,26536,123933,26536
123962,26568,123962,26568
124020,26634,124020,26634
124119,415660,124119,415660
124189,26819,124189,26819
124223,130346,124223,130346
124266,26905,124266,26905
124275,26915,124275,26915
12433,26976,12433,26976
124331,26978,124331,26978
124392,27045,124392,27045
124480,27143,124480,27143
124555,27226,124555,27226
124583,27257,124583,27257
124598,387260,124598,387260
124642,27322,124642,27322
124906,194552,124906,194552
124930,210233,124930,210233
125028,27751,125028,27751
125032,27756,125032,27756
125059,27785,125059,27785
125066,146866,125066,146866
125115,255689,125115,255689
125134,27867,125134,27867
12539,28150,12539,28150
125463,28232,125463,28232
125721,28519,125721,28519
125837,28647,125837,28647
125851,28663,125851,28663
12589,28705,12589,28705
12596,272304,12596,272304
126036,28869,126036,28869
126122,366264,126122,366264
126147,28992,126147,28992
12618,29028,12618,29028
126187,29036,126187,29036
126305,29168,126305,29168
126524,29411,126524,29411
12654,29428,12654,29428
126578,171620,126578,171620
126715,29623,126715,29623
126802,240433,126802,240433
126824,29743,126824,29743
12686,29782,12686,29782
126980,29916,126980,29916
127022,29964,127022,29964
1272,32350,1272,32350
127275,30244,127275,30244
127365,30344,127365,30344
127472,398702,127472,398702
127488,30479,127488,30479
127510,30505,127510,30505
127573,30574,127573,30574
127659,30669,127659,30669
127697,118198,127697,118198
127758,419785,127758,419785
127847,30877,127847,30877
127850,165377,127850,165377
127895,358998,127895,358998
127931,30971,127931,30971
128092,31150,128092,31150
128219,31291,128219,31291
128280,31359,128280,31359
128282,432315,128282,432315
128345,427390,128345,427390
128480,31579,128480,31579
1285,31600,1285,31600
128563,230981,128563,230981
128728,31853,128728,31853
128753,213868,128753,213868
1291,32266,1291,32266
129175,32350,129175,32350
129295,32483,129295,32483
129440,32645,129440,32645
129484,375251,129484,375251
129496,32706,129496,32706
129589,32809,129589,32809
12974,218712,12974,218712
129967,33229,129967,33229
130,313868,130,313868
130165,33451,130165,33451
130187,411213,130187,411213
130229,259771,130229,259771
130414,104011,130414,104011
130445,33760,130445,33760
130583,33913,130583,33913
130587,78814,130587,78814
130650,33988,130650,33988
13067,34009,13067,34009
130794,34147,130794,34147
130850,249440,130850,249440
130889,34252,130889,34252
131016,34395,131016,34395
131235,34638,131235,34638
131237,34640,131237,34640
13139,345010,13139,345010
131395,34815,131395,34815
131573,35013,131573,35013
131601,35045,131601,35045
131790,270844,131790,270844
131813,35280,131813,35280
131887,35361,131887,35361
131956,35438,131956,35438
131964,35447,131964,35447
131990,407731,131990,407731
132073,35568,132073,35568
132114,35614,132114,35614
132212,35723,132212,35723
132265,35781,132265,35781
132343,333665,132343,333665
13247,36008,13247,36008
132476,187847,132476,187847
132524,101977,132524,101977
132581,390981,132581,390981
132666,36224,132666,36224
132668,36226,132668,36226
132782,433952,132782,433952
132946,36534,132946,36534
133539,275808,133539,275808
133994,341696,133994,341696
134016,37724,134016,37724
134080,37795,134080,37795
134094,37810,134094,37810
134203,18724,134203,18724
134297,38034,134297,38034
134303,38042,134303,38042
134329,187861,134329,187861
134338,233617,134338,233617
134392,38140,134392,38140
134585,192155,134585,192155
134616,38389,134616,38389
13480,38593,13480,38593
134815,38610,134815,38610
134907,209360,134907,209360
134969,38780,134969,38780
134974,38786,134974,38786
135041,401921,135041,401921
135091,402441,135091,402441
135249,403457,135249,403457
135280,39124,135280,39124
135349,39200,135349,39200
135470,39335,135470,39335
135489,39355,135489,39355
135609,137451,135609,137451
135617,39498,135617,39498
135691,123682,135691,123682
135741,389277,135741,389277
135773,44825,135773,44825
135784,134280,135784,134280
135807,39707,135807,39707
136024,95521,136024,95521
136066,39995,136066,39995
136120,40056,136120,40056
136404,173500,136404,173500
13642,179104,13642,179104
136431,156326,136431,156326
136433,251951,136433,251951
136453,40425,136453,40425
136570,40555,136570,40555
136687,40684,136687,40684
136731,400473,136731,400473
136734,100186,136734,100186
136768,40773,136768,40773
136813,114944,136813,114944
137029,41064,137029,41064
13710,41143,13710,41143
137100,41144,137100,41144
137116,41161,137116,41161
137155,144282,137155,144282
137237,41295,137237,41295
137257,41317,137257,41317
13733,41398,13733,41398
137338,41407,137338,41407
13743,41509,13743,41509
137434,327136,137434,327136
13747,41553,13747,41553
137521,41611,137521,41611
137595,40555,137595,40555
13768,41785,13768,41785
137868,230157,137868,230157
137910,323558,137910,323558
13795,42084,13795,42084
137952,431109,137952,431109
138016,347818,138016,347818
138125,42278,138125,42278
138161,42318,138161,42318
13819,72294,13819,72294
138232,114390,138232,114390
138309,42482,138309,42482
138403,42587,138403,42587
138445,42633,138445,42633
138507,42702,138507,42702
138589,423712,138589,423712
138618,42824,138618,42824
138767,42989,138767,42989
138922,83020,138922,83020
13893,93225,13893,93225
138959,43202,138959,43202
139078,43335,139078,43335
139090,265755,139090,265755
139190,43460,139190,43460
139369,43658,139369,43658
1395,254851,1395,254851
139524,43831,139524,43831
13957,43881,13957,43881
139614,152361,139614,152361
139666,43988,139666,43988
139773,44107,139773,44107
139774,44108,139774,44108
139856,44199,139856,44199
140033,22144,140033,22144
140243,297074,140243,297074
140258,229846,140258,229846
140369,44768,140369,44768
140408,111043,140408,111043
14042,44825,14042,44825
140426,44832,140426,44832
140446,44854,140446,44854
140471,114356,140471,114356
14053,44947,14053,44947
14058,45002,14058,45002
14074,45180,14074,45180
140745,45186,140745,45186
140942,323566,140942,323566
140960,45425,140960,45425
140989,45456,140989,45456
141009,45480,141009,45480
141056,45532,141056,45532
141059,26978,141059,26978
14106,352268,14106,352268
141090,85268,141090,85268
141101,38034,141101,38034
141139,45621,141139,45621
141194,277329,141194,277329
141222,81912,141222,81912
14131,45810,14131,45810
141439,45953,141439,45953
141468,385821,141468,385821
141489,46007,141489,46007
141502,46023,141502,46023
141542,46067,141542,46067
141586,46115,141586,46115
141625,46159,141625,46159
141736,46282,141736,46282
141739,46285,141739,46285
141864,167513,141864,167513
14194,22533,14194,22533
141981,46553,141981,46553
141990,46563,141990,46563
142058,46639,142058,46639
142143,46734,142143,46734
142168,396708,142168,396708
142187,46781,142187,46781
142206,46803,142206,46803
142229,88304,142229,88304
142257,410895,142257,410895
142310,46918,142310,46918
142463,367292,142463,367292
142579,47215,142579,47215
142608,47248,142608,47248
14267,47316,14267,47316
142748,47403,142748,47403
142757,383147,142757,383147
142774,47431,142774,47431
14280,43831,14280,43831
142806,47467,142806,47467
142855,47521,142855,47521
143124,288546,143124,288546
143148,141222,143148,141222
14330,48016,14330,48016
143306,91321,143306,91321
143516,124101,143516,124101
143557,48301,143557,48301
143561,932,143561,932
143711,134745,143711,134745
143757,111025,143757,111025
143881,371419,143881,371419
144138,18472,144138,18472
144164,48974,144164,48974
144260,141010,144260,141010
144556,49408,144556,49408
144728,233291,144728,233291
14473,49601,14473,49601
144734,49606,144734,49606
144754,335464,144754,335464
144861,49746,144861,49746
144981,49879,144981,49879
145003,49905,145003,49905
145289,50221,145289,50221
145342,285345,145342,285345
145381,63366,145381,63366
145388,182267,145388,182267
145394,50338,145394,50338
145472,50425,145472,50425
145538,162315,145538,162315
145562,50525,145562,50525
145563,50526,145563,50526
14563,50600,14563,50600
145657,50630,145657,50630
146184,51216,146184,51216
146192,51225,146192,51225
146193,51226,146193,51226
146418,91297,146418,91297
146458,51520,146458,51520
146634,51716,146634,51716
14664,418845,14664,418845
146678,136034,146678,136034
146700,51789,146700,51789
146975,52093,146975,52093
146984,52103,146984,52103
147090,183283,147090,183283
147095,52226,147095,52226
147191,52333,147191,52333
147257,52406,147257,52406
147501,225992,147501,225992
147613,367181,147613,367181
14782,279514,14782,279514
147825,53037,147825,53037
147889,53107,147889,53107
147938,293057,147938,293057
148026,53260,148026,53260
148200,328339,148200,328339
148205,53459,148205,53459
148215,53470,148215,53470
148283,53545,148283,53545
148301,53566,148301,53566
148316,39707,148316,39707
148410,167790,148410,167790
148413,385797,148413,385797
148500,53785,148500,53785
148552,53842,148552,53842
148584,430865,148584,430865
148619,53915,148619,53915
148623,319711,148623,319711
148644,276437,148644,276437
148652,53952,148652,53952
148670,26015,148670,26015
14882,54137,14882,54137
148896,54221,148896,54221
148940,54271,148940,54271
149106,184260,149106,184260
149477,54867,149477,54867
149480,414308,149480,414308
149496,405267,149496,405267
149499,155595,149499,155595
149546,54942,149546,54942
1496,279087,1496,279087
149639,127780,149639,127780
149668,55077,149668,55077
149892,385203,149892,385203
150092,51225,150092,51225
150191,55658,150191,55658
150233,55705,150233,55705
150237,55709,150237,55709
150430,218720,150430,218720
150453,55949,150453,55949
15058,56089,15058,56089
150583,56093,150583,56093
150586,56096,150586,56096
150590,56101,150590,56101
15062,56134,15062,56134
15076,56289,15076,56289
150882,56425,150882,56425
1509,56444,1509,56444
150964,56516,150964,56516
151119,300614,151119,300614
1512,56777,1512,56777
151210,56790,151210,56790
151215,261723,151215,261723
151381,56979,151381,56979
151510,57123,151510,57123
151611,57235,151611,57235
151639,57265,151639,57265
151720,57356,151720,57356
151817,57463,151817,57463
151928,151896,151928,151896
15223,57922,15223,57922
152236,57929,152236,57929
152272,228952,152272,228952
152277,57974,152277,57974
152326,212565,152326,212565
152365,58072,152365,58072
152419,58132,152419,58132
15248,58199,15248,58199
152518,414450,152518,414450
152558,235562,152558,235562
152624,58358,152624,58358
152715,58459,152715,58459
152728,58473,152728,58473
152785,58536,152785,58536
152965,58736,152965,58736
152968,58739,152968,58739
153205,342445,153205,342445
153217,59017,153217,59017
153329,393170,153329,393170
153334,59146,153334,59146
153337,338224,153337,338224
153376,59191,153376,59191
15338,59195,15338,59195
153533,273994,153533,273994
153547,59381,153547,59381
153632,59476,153632,59476
153726,59580,153726,59580
153782,59642,153782,59642
153808,59671,153808,59671
153862,197527,153862,197527
153873,59743,153873,59743
154019,391779,154019,391779
154066,59957,154066,59957
154282,60197,154282,60197
154445,391647,154445,391647
154474,26568,154474,26568
154560,44768,154560,44768
154606,60554,154606,60554
154654,383292,154654,383292
154867,60842,154867,60842
154920,60902,154920,60902
154962,60948,154962,60948
155073,61072,155073,61072
155116,23722,155116,23722
155266,61285,155266,61285
155374,61405,155374,61405
155810,61890,155810,61890
155882,312613,155882,312613
1559,61988,1559,61988
155917,332315,155917,332315
155958,170051,155958,170051
155965,62060,155965,62060
155990,62088,155990,62088
156371,55949,156371,55949
156541,127600,156541,127600
1566,62764,1566,62764
156698,62873,156698,62873
156721,336648,156721,336648
156910,311442,156910,311442
156926,44854,156926,44854
156941,16096,156941,16096
157097,63315,157097,63315
157142,63366,157142,63366
157165,63391,157165,63391
157463,63722,157463,63722
157534,63801,157534,63801
157548,76482,157548,76482
157711,362158,157711,362158
157748,64038,157748,64038
157751,109850,157751,109850
157768,422966,157768,422966
157794,64087,157794,64087
15783,64127,15783,64127
158109,64438,158109,64438
158114,365922,158114,365922
158131,380818,158131,380818
15818,64515,15818,64515
158251,64595,158251,64595
158270,64616,158270,64616
158345,64699,158345,64699
158371,96171,158371,96171
158402,154553,158402,154553
158459,159253,158459,159253
158515,64888,158515,64888
1586,64981,1586,64981
158603,64986,158603,64986
158701,65095,158701,65095
158734,65131,158734,65131
15887,55077,15887,55077
158879,65291,158879,65291
158883,328542,158883,328542
158908,65324,158908,65324
158916,65333,158916,65333
15897,74753,15897,74753
159047,427670,159047,427670
159086,65521,159086,65521
159212,38389,159212,38389
159245,65697,159245,65697
159284,65740,159284,65740
159296,65753,159296,65753
159489,108425,159489,108425
159533,66016,159533,66016
159553,54942,159553,54942
15957,66055,15957,66055
159575,66061,159575,66061
159640,66134,159640,66134
159677,66174,159677,66174
159760,66267,159760,66267
159808,66320,159808,66320
159825,66339,159825,66339
159937,66463,159937,66463
159967,66496,159967,66496
159994,66526,159994,66526
160159,66711,160159,66711
160171,66725,160171,66725
160226,132425,160226,132425
160254,66817,160254,66817
160276,239206,160276,239206
160376,15580,160376,15580
160431,67012,160431,67012
160483,67069,160483,67069
160556,67150,160556,67150
16061,361816,16061,361816
160663,67269,160663,67269
160753,144605,160753,144605
160808,67430,160808,67430
160847,388404,160847,388404
160850,67476,160850,67476
160949,67585,160949,67585
161264,67936,161264,67936
161568,49905,161568,49905
161601,68310,161601,68310
161609,68318,161609,68318
161620,27322,161620,27322
161662,68376,161662,68376
161777,85912,161777,85912
161853,131439,161853,131439
161918,68659,161918,68659
16192,3324,16192,3324
161963,68709,161963,68709
162047,10974,162047,10974
162111,56096,162111,56096
162151,68917,162151,68917
162252,69029,162252,69029
162287,69067,162287,69067
162298,416067,162298,416067
162385,169212,162385,169212
16239,155487,16239,155487
162435,250596,162435,250596
162684,425368,162684,425368
162728,69553,162728,69553
162820,69656,162820,69656
162884,127402,162884,127402
162885,69726,162885,69726
162984,69836,162984,69836
163205,70083,163205,70083
163229,98848,163229,98848
163348,70240,163348,70240
163472,70378,163472,70378
163491,17485,163491,17485
163522,70433,163522,70433
16363,70552,16363,70552
163721,70654,163721,70654
163732,70666,163732,70666
163866,70814,163866,70814
163958,424383,163958,424383
164082,71054,164082,71054
164090,71063,164090,71063
164105,60948,164105,60948
164195,67069,164195,67069
16424,71227,16424,71227
164335,71333,164335,71333
164394,71398,164394,71398
164589,71614,164589,71614
164768,71813,164768,71813
164863,226417,164863,226417
164907,330090,164907,330090
164935,71999,164935,71999
16505,317449,16505,317449
165088,239456,165088,239456
165171,52093,165171,52093
165200,72294,165200,72294
165226,118419,165226,118419
165241,245434,165241,245434
165282,336292,165282,336292
165556,72688,165556,72688
165662,72806,165662,72806
165841,395770,165841,395770
165873,73039,165873,73039
1659,73068,1659,73068
165969,380224,165969,380224
165987,84189,165987,84189
16627,73479,16627,73479
166347,205662,166347,205662
166374,73594,166374,73594
166406,73630,166406,73630
166560,73801,166560,73801
166620,413521,166620,413521
166665,50338,166665,50338
166718,268077,166718,268077
166771,305400,166771,305400
166794,393929,166794,393929
166888,371469,166888,371469
166956,74236,166956,74236
166984,74267,166984,74267
16707,74363,16707,74363
16723,74541,16723,74541
167330,367531,167330,367531
167367,74692,167367,74692
16737,1469,16737,1469
167409,74739,167409,74739
167421,74753,167421,74753
167522,74865,167522,74865
1676,74950,1676,74950
167619,74972,167619,74972
167764,13925,167764,13925
167855,318181,167855,318181
167869,98206,167869,98206
167895,74865,167895,74865
1679,75281,1679,75281
168067,179235,168067,179235
168140,75550,168140,75550
168294,75720,168294,75720
168318,75747,168318,75747
168342,26536,168342,26536
168409,424404,168409,424404
168587,397807,168587,397807
16859,76045,16859,76045
168823,349769,168823,349769
168831,76314,168831,76314
168899,76388,168899,76388
1689,76389,1689,76389
168954,414895,168954,414895
168984,76482,168984,76482
169000,76502,169000,76502
16904,76545,16904,76545
169102,76615,169102,76615
169137,76653,169137,76653
169239,76766,169239,76766
169261,364433,169261,364433
16927,208049,16927,208049
169324,180362,169324,180362
169469,248,169469,248
16947,77021,16947,77021
169498,46067,169498,46067
169547,293101,169547,293101
169558,403785,169558,403785
169764,223038,169764,223038
169969,53952,169969,53952
169992,120425,169992,120425
170142,77765,170142,77765
170163,391043,170163,391043
170168,384689,170168,384689
170317,30669,170317,30669
170388,78034,170388,78034
170465,117857,170465,117857
1705,78158,1705,78158
170568,78234,170568,78234
170631,234552,170631,234552
17070,340600,17070,340600
170844,68917,170844,68917
170919,275719,170919,275719
171018,78734,171018,78734
171046,87732,171046,87732
171067,416943,171067,416943
171091,78814,171091,78814
171120,78847,171120,78847
171152,78882,171152,78882
171183,78916,171183,78916
171199,385750,171199,385750
171310,79057,171310,79057
171441,79202,171441,79202
171447,286283,171447,286283
171484,22772,171484,22772
171592,253393,171592,253393
171608,431006,171608,431006
171610,167371,171610,167371
171757,79549,171757,79549
171767,132466,171767,132466
171799,79595,171799,79595
171800,79598,171800,79598
171827,84276,171827,84276
17202,198473,17202,198473
172102,124319,172102,124319
172213,383405,172213,383405
172223,168178,172223,168178
172323,80177,172323,80177
172330,80185,172330,80185
17244,80306,17244,80306
172559,80438,172559,80438
172673,11545,172673,11545
172727,157055,172727,157055
172924,360437,172924,360437
173011,80940,173011,80940
173356,81322,173356,81322
173384,154091,173384,154091
173556,307099,173556,307099
173558,81544,173558,81544
173719,117534,173719,117534
173738,81744,173738,81744
173849,81867,173849,81867
17389,81912,17389,81912
173932,239258,173932,239258
174201,412931,174201,412931
174217,82276,174217,82276
174241,82303,174241,82303
174323,82394,174323,82394
174643,171595,174643,171595
174653,82760,174653,82760
174677,91525,174677,91525
174759,384386,174759,384386
174889,83020,174889,83020
175074,83227,175074,83227
175192,83358,175192,83358
175226,83396,175226,83396
175287,83463,175287,83463
175402,155121,175402,155121
175637,220014,175637,220014
175694,175688,175694,175688
17577,83997,17577,83997
175942,84189,175942,84189
1760,84253,1760,84253
17602,84276,17602,84276
176033,84291,176033,84291
176105,53470,176105,53470
176117,386395,176117,386395
17614,271267,17614,271267
176140,84408,176140,84408
176164,84434,176164,84434
17627,46282,17627,46282
17633,228364,17633,228364
17636,47431,17636,47431
176467,276765,176467,276765
17654,84851,17654,84851
176588,415131,176588,415131
176672,386094,176672,386094
176773,21426,176773,21426
176863,74236,176863,74236
176868,85211,176868,85211
176917,23132,176917,23132
17692,85268,17692,85268
176926,85275,176926,85275
176953,85305,176953,85305
176958,85310,176958,85310
176992,347961,176992,347961
177089,150209,177089,150209
177143,142695,177143,142695
177246,3372,177246,3372
17731,85701,17731,85701
17750,85912,17750,85912
177537,85953,177537,85953
177540,401096,177540,401096
177574,415164,177574,415164
177588,86007,177588,86007
177622,17448,177622,17448
177658,384274,177658,384274
177987,86448,177987,86448
1780,86463,1780,86463
178017,86483,178017,86483
178019,86485,178019,86485
178211,29623,178211,29623
178214,86701,178214,86701
178237,86726,178237,86726
178322,2316,178322,2316
178326,86824,178326,86824
178375,337544,178375,337544
178410,86918,178410,86918
178498,422690,178498,422690
17853,236412,17853,236412
178539,42824,178539,42824
178597,24596,178597,24596
178668,59642,178668,59642
178755,262592,178755,262592
178809,87356,178809,87356
178811,435509,178811,435509
178871,87424,178871,87424
178905,208233,178905,208233
17893,87489,17893,87489
1790,87567,1790,87567
179058,87632,179058,87632
179081,87658,179081,87658
179148,87732,179148,87732
17919,87778,17919,87778
179225,402873,179225,402873
179232,87825,179232,87825
179251,87846,179251,87846
179270,87867,179270,87867
179327,87930,179327,87930
179347,30574,179347,30574
179352,87957,179352,87957
179438,155186,179438,155186
179483,88101,179483,88101
179640,430884,179640,430884
179654,88290,179654,88290
179667,88304,179667,88304
17967,88307,17967,88307
17973,88374,17973,88374
179769,88417,179769,88417
179841,88498,179841,88498
180072,38786,180072,38786
180090,75281,180090,75281
180143,88833,180143,88833
180162,88854,180162,88854
180206,88903,180206,88903
180317,89026,180317,89026
180329,373279,180329,373279
180417,89137,180417,89137
180452,89175,180452,89175
180630,252275,180630,252275
180652,423625,180652,423625
180675,66817,180675,66817
180765,89520,180765,89520
180787,89544,180787,89544
180849,297278,180849,297278
180866,89632,180866,89632
180886,45425,180886,45425
181004,56516,181004,56516
181086,195869,181086,195869
181298,397162,181298,397162
181364,256562,181364,256562
181426,90252,181426,90252
181517,76502,181517,76502
1816,33760,1816,33760
181657,133695,181657,133695
181752,90613,181752,90613
182020,65324,182020,65324
182028,206675,182028,206675
18209,90987,18209,90987
182109,292110,182109,292110
182143,91046,182143,91046
182146,91049,182146,91049
182159,5923,182159,5923
182237,91049,182237,91049
182320,91241,182320,91241
182362,91287,182362,91287
182371,91297,182371,91297
182393,91321,182393,91321
18240,91329,18240,91329
182577,91525,182577,91525
182655,91612,182655,91612
182909,346058,182909,346058
183002,91241,183002,91241
183020,92018,183020,92018
183027,92025,183027,92025
183126,92135,183126,92135
183132,147208,183132,147208
183159,92171,183159,92171
183367,92402,183367,92402
18339,250524,18339,250524
183455,398820,183455,398820
183491,227695,183491,227695
183544,74739,183544,74739
183641,92704,183641,92704
183701,92771,183701,92771
183806,92887,183806,92887
183885,92974,183885,92974
183900,92992,183900,92992
183954,355951,183954,355951
184009,93113,184009,93113
184044,76653,184044,76653
184110,93225,184110,93225
184130,93247,184130,93247
184234,297610,184234,297610
184252,93382,184252,93382
18443,262610,18443,262610
184663,93838,184663,93838
184728,346275,184728,346275
184780,96270,184780,96270
